WZ4003;NUAK1;;www.chemicalprobes.org/WZ4003;;Protein targets: NUAK1, NUAK2
WZ4003;NUAK2;;www.chemicalprobes.org/WZ4003;;Protein targets: NUAK1, NUAK2
GSM1;APH1A;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/GSM1;Target: Gamma secretase complex, precise interactions have not been identified
GSM1;APH1B;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/GSM1;Target: Gamma secretase complex, precise interactions have not been identified
GSM1;PSEN1;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/GSM1;Target: Gamma secretase complex, precise interactions have not been identified
GSM1;NCSTN;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/GSM1;Target: Gamma secretase complex, precise interactions have not been identified
GSM1;PSENEN;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/GSM1;Target: Gamma secretase complex, precise interactions have not been identified
PF-05105679;TRPM8;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/PF-05105679;none
PF-04457845;FAAH;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/PF-04457845;none
PF-04418948;PTGER2;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/PF-04418948;none
MRL-SYKi;SYK;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/MRL-SYKi;none
MRL-650;CNR1;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/MRL-650;none
MRK-560;APH1A;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/MRK-560;Target: Gamma secretase complex, precise interactions have not been identified
MRK-560;APH1B;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/MRK-560;Target: Gamma secretase complex, precise interactions have not been identified
MRK-560;PSEN1;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/MRK-560;Target: Gamma secretase complex, precise interactions have not been identified
MRK-560;NCSTN;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/MRK-560;Target: Gamma secretase complex, precise interactions have not been identified
MRK-560;PSENEN;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/MRK-560;Target: Gamma secretase complex, precise interactions have not been identified
ERKi;MAPK3;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/ERKi;Protein targets: MAPK3, MAPK1
ERKi;MAPK1;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/ERKi;Protein targets: MAPK3, MAPK1
CRTH2 antagonist;PTGDR2;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/CRTH%3Csub%3E2%3C/sub%3E%20antagonist;none
ABT-100;FNTB;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/ABT-100;none
ABT-546;EDNRA;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/ABT-546;none
BAY-826;TIE1;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BAY-826;Protein targets: TIE1, TEK, DDR1, DDR2
BAY-826;TEK;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BAY-826;Protein targets: TIE1, TEK, DDR1, DDR2
BAY-826;DDR1;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BAY-826;Protein targets: TIE1, TEK, DDR1, DDR2
BAY-826;DDR2;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BAY-826;Protein targets: TIE1, TEK, DDR1, DDR2
PF-04554878;PTK2;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/PF-04554878;Protein targets: PTK2, PTK2B
PF-04554878;PTK2B;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/PF-04554878;Protein targets: PTK2, PTK2B
ABT-724;DRD4;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/ABT-724;none
BI 99179;FASN;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BI%2099179;none
TP-004;METAP2;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/TP-004;none
BI-9627;SLC9A1;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BI-9627;none
BI 665915;ALOX5AP;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BI%20665915;none
BI-1935;EPHX2;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BI-1935;none
BAY-386;F2R;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BAY-386;none
BAY-7598;MMP12;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BAY-7598;none
KISS1-305;KISS1R;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/KISS1-305;none
BAY-707;NUDT1;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BAY-707;none
BAY-474;MET;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BAY-474;none
(R)-9s;ADRA1D;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/(R)-9s;none
BTZO-1;MIF;;;http://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BTZO-1;none
